Prompt,Target
"Write a job description for Data Engineer role proposed by ""NT Concepts."", a company founded on 1998.0 that has now a size of 501 to 1000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Fort Worth, TX meanwhile the headquarter of the company is in Vienna, VA. The salary estimate is $47K-$84K ","The Data Engineer joins a team of engineers, subject matter experts, and data scientists to jointly provide experienced, high-quality Information Technology (IT) engineering solutions. The Data Engineer will work with our clients on their hardest challenges – advancing and enhancing systems supporting the defense of our nation and its partners. Your efforts will be integral to the success of these initiatives. As an NT Concepts team member, you will be expected to be solutions-oriented, innovative, collaborative and agile. Performing as part of, or in support of a SCRUM team, you will be expected to thrive in organized chaos and immediately adopt agile team self-organizing methods and techniques.

Specifically, the Data Engineer has a passion for data, and creatively leverages expertise with data tools and programming languages to assess, transform, organize, optimize, and exploit systems and platform data. Further, you will be responsible for generating representative data sets for demonstrations, technology evaluation, systems development, and data science initiatives. You will be expected to help automate processes, and articulate methods to gain data management efficiencies, as well implementing and adopting of Data Engineering Best Practices to include mentoring projects and team members toward success.

Senior skill level
4+ years of data engineering, schema design, dimensional data modeling, and / or data management experience
Proficient with data management tools, such as Python, SQL, Java, and use of Git
Demonstrated experience with extracting, cleaning, managing, optimizing, and exploiting large and very complex data sets
Experience with best practices for compute, storage, and transfer optimization in processing large volumes of data
Active SECRET security clearance is required.
Preferred:
Experience with graph databases and event sourcing models
Familiarity with machine learning, artificial intelligence, and / or geospatial data analysis
Strong interpersonal skills combined with ability to multi-task and maintain flexibility and creativity in a variety of situations
#CJ
#JT"
"Write a job description for Database- Sr. Data Engineer role proposed by ""Quadrant, Inc.."", a company founded on 2002.0 that has now a size of 501 to 1000 employees and works on Staffing & Outsourcing industry in the Business Services sector. The job proposed is in Fort Worth, TX meanwhile the headquarter of the company is in Reston, VA. The salary estimate is $39K-$71K ","Sr. Data Engineer
FT. Worth TX

MUST
Active Secret or TS required
Experienced Sr. Data Engineer
4+ years of data engineering, schema design, dimensional data modeling, and / or data management experience required
Proficient with data management tools, such as Python, SQL, Java, and use of Git required
Demonstrated experience with extracting, cleaning, managing, optimizing, and exploiting large and very complex data sets required
Experience with best practices for compute, storage, and transfer optimization in processing large volumes of data required
Experience with graph databases and event sourcing models required
Familiarity with machine learning, artificial intelligence, and / or geospatial data analysis required
Strong interpersonal skills combined with ability to multi-task and maintain flexibility and creativity in a variety of situations required

DUTIES:
Will be performing as part of, or in support of a SCRUM team, you will be expected to thrive in organized chaos and immediately adopt agile team self-organizing methods and techniques.
Has a passion for data, and creatively leverages expertise with data tools and programming languages to assess, transform, organize, optimize, and exploit systems and platform data. Responsible for generating representative data sets for demonstrations, technology evaluation, systems development, and data science initiatives.
Will be expected to help automate processes, and articulate methods to gain data management efficiencies, as well implementing and adopting of Data Engineering Best Practices to include mentoring projects and team members toward success.

*Quadrant, Inc. is an equal opportunity and affirmative action employer.Quadrant is committed to administering all employment and personnel actions on the basis of merit and free of discrimination based on race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or status as an individual with a disability. Consistent with this commitment, we are dedicated to the employment and advancement of qualified minorities, women, individuals with disabilities, protected veterans, persons of all ethnic backgrounds and religions according to their abilities."
"Write a job description for System/Data Analyst role proposed by ""L&T Infotech."", a company founded on 1997.0 that has now a size of 10000+ employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Mumbai, India. The salary estimate is $39K-$71K ","Job Description :* Exposure to Capital Market data, e.g. P&L, PAA, Securities, Balance Sheet, Trade* Expert in SQL and data analysis* Added advantage - Knowledge on Hive, Impala, Aginity Workbench (Genesis)* Expert in Microsoft Excel, Microsoft PPT - for senior management reporting.* Excellent communication skills - written and verbal.* Excellent coordination skills - will have coordinate with senior members across various verticals.What's in it for you?* Excellent benefits plan: medical, dental, vision, life, FSA, & PTO* Roll over vacation days* Commuter benefits* Excellent growth and advancement opportunities* Certification reimbursement* Rewards and recognition programs* Innovative and collaborative company culture*""LTI values diversity and inclusion and is committed to the principles of Equal Employment Opportunity EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity.""Nearest Major Market: IrvingNearest Secondary Market: DallasJob Segment: Systems Analyst, Database, Consulting, SQL, Technology"
"Write a job description for Business Analyst/Data Analyst role proposed by ""eTeam Inc.."", a company founded on 1999.0 that has now a size of 51 to 200 employees and works on Staffing & Outsourcing industry in the Business Services sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in South Plainfield, NJ. The salary estimate is $39K-$71K ","Business Analyst/Data Analyst

Locations: USA (Irving, TX and Tampa, FL)

Leading Regulatory Risk, Finance and Compliance technology development partner for Globally Systemic Important Bank (GSIB) with strong techno-functional delivery teams across the Globe. As a part of Key enterprise scale regulatory Application transformation program, We are looking for Business/Data Analyst with 6-10 years of experience on Banking rules and regulations such has CCAR, 14A reporting and Part 30. Candidate will also be responsible for preparation of business requirement documents (BRD), business functional requirements (FRD), use cases, process flows and maintaining requirements traceability matrix.. The role will have exposure to state-of-the-art technology ecosystem with very complex Risk and Finance regulatory domain.

Job requirements:
Worked in Multinational Banks on Banking rules and regulations such has CCAR, 14A reporting and Part 30
Must have good knowledge with all the Banking products such as CorpLoans, Personal Loans, Mortgages,Deposits, Trading Securities, Debt, SFT, Derivatives, Margin, Collateral Management and Cards
Experience in preparation of business requirement documents (BRD), business functional requirements (FRD), use cases, process flows and maintaining requirements traceability matrix
Able to document and understand information from multiple data sources
Drive discussions with business users/owners
Should be able to engage with stakeholders, business owners & decision makers to drive project goals
Ability to work fluidly with both business and technical teams
Must have strong SQL skills
working knowledge of data warehousing concepts and ETL
Curious, relentless with excellent written and verbal communication and interpersonal skills
Experience in test strategy, preparation of test scenarios, defects triaging and co-ordination with QA team.
Understanding of SDLC and all phases of project management lifecycle.
Should be well versed with Agile Methodologies
Excellent analytical & problem-solving skills"
"Write a job description for Client Data Analyst role proposed by ""Mosaic Sales Solutions."", a company founded on 1947.0 that has now a size of 5001 to 10000 employees and works on Advertising & Marketing industry in the Business Services sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Irving, TX. The salary estimate is $39K-$71K ","Mosaic is a full service, 360-degree integrated
marketing agency, with notable expertise in experiential, content and retail.
We’re on a mission to create memorable omni-channel experiences that deepen
people’s relationships with brands, and drive results for our clients.

We are currently looking for a Spatial Data Analyst to
join our innovative, growing company.

The Spatial Data Analyst position
is responsible for measuring and analyzing locations and markets around key
performance initiatives (KPIs) and creating tools to communicate insights to
our clients and teams. The analyst will leverage business and market relevant
information to make data-driven decisions that allow Mosaic to achieve its
sales and marketing objectives and quickly adapt tactics. The analyst will play
a key role in evolving and growing the data-driven disciplines within our team
and contribute to our shared success.

Responsibilities:
• Collect, inspect, cleanse,
transform, model and diagram of complex data sets
• Daily use of various location
intelligence and analytical software tools
• Interpret data, formulate reports
and make recommendations to the team
• Design specific spatial methods
such as proximity, enrichment and mark analysis
• Remain fully informed on
geospatial trends, researches and implement best practices with willingness to
evolve and grow skillsets

• Must have a Bachelor’s in Marketing,
statistics, computer science, geography or related quotative field
• Proficiency with Esri software
suite, including network and business analytics
• Basic SQL and Python/R skills;
other analytical platform or development skills a plus
• Knowledge of spatial data
collection methods
• Strong analytical, critical
thinking, cartographic and presentation skills
• Meet tight deadlines, prioritize
workloads and achieve results in a fast-paced, dynamic environment
• Develop understanding of all areas
phases of Mosaic business to find new opportunities for measurement
• Intermediate Microsoft Excel
skills including formulas, pivot tables, and V-look-up

Mosaic Sales Solutions is an Equal
Opportunity Employer"
"Write a job description for Big Data Engineer role proposed by ""Diverse Lynx."", a company founded on 2002.0 that has now a size of 501 to 1000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Princeton, NJ. The salary estimate is $55K-$98K ","Client- City Bank
Location- Irving, TX
FullTime Role

• Minimum 8 years of experience working with Hadoop, Hive,Sqoop, Spark, Scala, Python, Kafka and Sentry
• Proven Experience in handling Terabyte and Petabyte of data on Cloudera Cluster
• Proven Experience in handling variety of data formats
• Experience in building large scale Data Lake Environment
• Troubleshooting Hive Performance issues and developing HQL queries
• Experience with Spark and PySpark
• Experience in implementing CI/CD Process and Job Automation through Autosys
• Experience in Hadoop Cluster Administration is a big plus
• Experience with integration of data from multiple data sources
• Assist Analytics and Data Scientist team and Business Users

• Exceptional communication skills and the ability to communicate appropriately at all levels of the organization; this includes written and verbal communications as well as visualizations
• The ability to act as liaison conveying information needs of the business to IT and data constraints to the business; applies equal conveyance regarding business strategy and IT strategy, business processes and work flow
• Team player able to work effectively at all levels of an organization with the ability to influence others to move toward consensus
• Strong situational analysis and decision making abilities

Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company."
"Write a job description for Data Engineer with Pyspark role proposed by ""Sysmind LLC."", a company founded on 1999.0 that has now a size of 51 to 200 employees and works on Enterprise Software & Network Solutions industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Princeton Junction, NJ. The salary estimate is $55K-$98K ","Must have skills*
Minimum 8+ years of experience with 4+ years of experience with building Big Data Solutions and Machine Learning Models.
Key responsibilities*
Understand Machine Learning Models in SAS and R and Convert them to Spark Jobs
Enhance Machine Learning Models using Pyspark or Scala
Build ML Models based on Business Requirements and Follow ML Cycle to Deploy them all the way to Production Environment
Participate Feature Engineering, Training Models, Scoring and retraining
Architect Data Pipeline and Automate Data Ingestion and Model Jobs
Experience in Cloudera Hadoop Eco System.
Expertise in Spark Framework using Python/Scala
Experience with SAS Modeling and converting them to Pyspark models is big Plus
Exceptional communication skills and the ability to communicate appropriately at all levels of the organization; this includes written and verbal communications as well as visualizations
The ability to act as liaison conveying information needs of the business to IT and data constraints to the business; applies equal conveyance regarding business strategy and IT strategy, business processes and work flow
Team player able to work effectively at all levels of an organization with the ability to influence others to move toward consensus
Strong situational analysis and decision making abilities"
"Write a job description for Sr Professional, Data Engineer role proposed by ""CoreLogic."", a company founded on 2010.0 that has now a size of 5001 to 10000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Irvine, CA. The salary estimate is $55K-$98K ","This role needs to be well versed with innovation and trends in the world of data processing which includes data management, data quality and data curation.
The Senior Pro Data Engineering is passionate about all things data, data processing as well as the desire to turn data processing into a competitive advantage.
The work activity includes processing complex data sets, leveraging technologies used to process these disparate data sets and understanding the correlations as well as patterns that exist between these different complex data sets.
Works closely with other teams/ members of the team to develop solutions to meet business requirements, perform assessments, POC's and establish an execution/ development plan.
Forecasts technical challenges and develop implementation strategies.
Identifies enabling technologies and has the skills to develop solutions based on identified technologies as required
Prepares and presents white papers and proposals.
Employs lateral thinking to develop innovative solutions to meet business needs
Ability to communicate complex technical ideas in a straightforward and compelling way
8+ years of experience in area of data management and/or data curation
Experienced with data normalization and denormalization techniques
Experienced in implementing largescale event based streaming architectures
Experienced in data encryption, data security, data transformation and data archiving techniques
Experience with Hadoop, Spark batch, Hive, Presto, Kafka, Pivotal Cloud Foundry
Experience with Relational SQL and NoSQL databases
Experience with GCP cloud services such as DataProc, GCE, GKEetc.
Experience with Stream-processing systems such as Storm and Spark-Streaming
Experience with Object-oriented/object function scripting languages such as Python, Java, Scala.
Experienced with Java, Angular JS, Spring Cloud/Spring Boot, Kafka, Spark, Hive
Knowledge of API and Microservice development
Working knowledge of cloud architectures on AWS or GCP
Experienced in Agile methodology and/or pair programming
Knowledge of AI/ML concepts and technologies
Strong communication skills
Strong writing and documentation skills
Experienced in working with cross functional teams, building alignment and collaboration
BA/BS in Computer Science or related field, or equivalent experience"
"Write a job description for Arlington Data Science Tutor Jobs role proposed by ""Varsity Tutors."", a company founded on 2007.0 that has now a size of 201 to 500 employees and works on Internet industry in the Information Technology sector. The job proposed is in Arlington, TX meanwhile the headquarter of the company is in Saint Louis, MO. The salary estimate is $100K-$172K ","#Arlington Data Science Tutor Jobs

Varsity Tutors has students in #Arlington looking for Data Science tutoring. Varsity Tutors is a live learning platform that connects tutors with students to provide personalized learning. In addition to having knowledge of Data Science, clients also look for tutors who are friendly, articulate, and reliable. Working as a tutor on the Varsity Tutors platform includes several benefits, such as the flexibility to schedule your own sessions and to choose your own hours. We put forth great effort to match tutors to students, resulting in productive learning experiences. Tutors working with Varsity Tutors are paid twice a week and choose their own tutoring load. There are multiple ways for tutors to earn while tutoring on the Varsity Tutors platform:
In-Person tutoring
Online tutoring (you can use the Varsity Tutors online tutoring platform to tutor anywhere and at anytime)
On-Demand tutoring (no need to schedule sessions ahead of time - simply take on opportunities as they arise.) Tutors are independent contractors and have the freedom to use their own teaching styles and methods."
"Write a job description for Business Analyst/Data Consultant role proposed by ""Apex Systems."", a company founded on 1995.0 that has now a size of 1001 to 5000 employees and works on Staffing & Outsourcing industry in the Business Services sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Glen Allen, VA. The salary estimate is $100K-$172K ","Job Description


Job #: 1071315

Develops and leads programs, initiatives for data quality, governance, and metadata activities.

Develops tools and processes used to maintain a common, firm-wide data standard.

Analyzes, assesses and tests data controls and data systems to ensure quality and risk compliance standards are met.

May define strategic requirements, roadmap, or direction for metadata capabilities. Drive analysis and assessment approach during issue remediation life cycle.

Supports and interacts with various functions and groups on multi-domain remediation efforts.

Leverages domain expertise and data / business / process analysis to inform and support solution design.

May drive planning and coordination on low to medium sized remediation efforts, acting as central point of contact.

May provide inputs into communication routines with stakeholders, business partners, and senior leaders.

5+ years of experience in one or a combination of the following: data management, data governance, data quality or data analysis

**Must have Auto Loan Servicing Experience**

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 844-463-6178."
"Write a job description for Sr. Data Engineer role proposed by ""Photon Infotech."", a company founded on 1999.0 that has now a size of 1001 to 5000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Chennai, India. The salary estimate is $100K-$172K ","Sr. Data Engineer Irving, TX Ideal candidates should have experience with Data Ingestion and Consumptions. That is transforming from source raw data, cleansing missing data, and outliers and preparing the data ready for analytics processing. Key requirements Understanding of the Kafka-Yarn-Spark-HDFS ecosystem for ingestion IS A MUST. Note that this requirement is 4 technologies stack in ONE PROJECT, not in multiple projects In-depth knowledge of preparing large scale data analytics for consumptions. Candidate MUST HAVE EXPERIENCE with Large Fortune 500 Data Analytics Key knowledge on HIVE and query optimization in HIVE The candidate must have done data transformation, cleansing, matching and standardization as part of the ingestion Banking experience related to risk management and analysis on Fraud is a plus Career progression must show initial work with Hadoop and moving on to include Kafka and Spark in the latter career Hands on experience with Spark implementation using either Spark in Scala or PySpark"
"Write a job description for Hadoop Developer / Big Data Engineer / senior Data Engineer role proposed by ""Object Technology Solutions, Inc.."", a company founded on 1999.0 that has now a size of 51 to 200 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Overland Park, KS. The salary estimate is $100K-$172K ","Job Description Analyze and understand data sources APIs bull Design and Develop methods to connect collect data from different data sources bull Design and Develop methods to filtercleanse the data bull Design and Develop SQL , Hive queries, APIs to extract data from the store bull Work closely with data Scientists to ensure the source data is aggregated and cleansed bull Work with product managers to understand the business objectives bull Work with cloud and data architects to define robust architecture in cloud setup pipelines and work flows Total Experience Required bull 7 - 10 years of relevant experience bull The candidate should have performed client facing roles and possess excellent communication skills Business Domain knowledge Finance banking systems, Fraud, Payments Required Technical Skills bull Big Data-Hadoop, NoSQL, Hive, Apache Spark bull Python bull Java REST bull GIT and Version Control"
"Write a job description for Sr. Big Data Engineer role proposed by ""Cincinnati Bell Technology Solutions."", a company founded on 2019.0 that has now a size of 501 to 1000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Cincinnati, OH. The salary estimate is $100K-$172K ","Posting Title Principal Data Engineer (Contractor) Job Locations Irving, TX ( remote flexibility) Duration 12+ months Responsibilities include New technology validation and prototyping. Develop data collections, labeling pipelines, and evaluation pipelines. Design and implement software applications using Machine Learning and Artificial Intelligence for data verification, transformation, and analytics. Dashboard UI design and deployment. Optimize models for on-device and multi-modal intelligence. OpenAPI development and verification in support of our SDN platform infrastructure. What wersquore looking for... Yoursquoll need to have Bachelorrsquos degree or four or more years of work experience. Six or more years of relevant work experience. Hands-on experience with Restful APIs, OpenAPI, Swagger UI, POSTMAN, and ELK Stack (Elasticsearch, Logstash, Kibana). Experience developing applications using machine learning and deep learning models for real world, large scale problems in computer networks. Experience with raw data, structured and unstructured data Designing, architecture and developing data analytics systems for various use cases including but not limited to network performance Participating and contributing in engineering life-cycle including, building end-to-end machine learning solutions, conduct code reviews and working closely with infrastructure teams Building batch and real-time data pipelines to ingest and transform data for model training testing and building and deploy model inference pipeline. Even better if you have Masterrsquos or PhD degree in Computer Science or Electrical Engineering with modern data communication technology discipline. Hands-on experience on machine learning algorithms, from supervised and unsupervised to reinforcement learning Excellent Java, CC++, andor Python programming skills. Experience with one or more of the following artificial neural networks, classification, pattern recognition, recommendation systems, targeting systems, ranking systems or similar. Experience in analyzing sophisticated and dynamic patterns. Experience on with automation, Machine Learning, and Deep Learning tools and applications (TensorFlow, RPA, etc.)"
"Write a job description for Sr Data Engineer role proposed by ""Photon Infotech."", a company founded on 1999.0 that has now a size of 1001 to 5000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Chennai, India. The salary estimate is $100K-$172K ","Sr. Data Engineer Ideal candidates should have experience with Data Ingestion and Consumptions. That is transforming from source raw data, cleansing missing data and outliers and preparing the data ready for analytics processing. Key requirements Understanding of Kafka-Yarn-Spark-HDFS ecosystem for ingestion IS A MUST. In depth knowledge of preparing large scale data analytics for consumption. Candidate MUST HAVE EXPERIENCE with Large Fortune 500 Data Analytics Key knowledge on HIVE and query optimization in HIVE Banking experience related to risk management and analysis on Fraud is a plus Career progression must show initial work with Hadoop and moving on to include Kafka and Spark in the latter career Hands on experience with Spark implementation using either Spark in Scala or PySpark"
"Write a job description for Sr. Big data Ebgineer role proposed by ""Diverse Lynx."", a company founded on 2002.0 that has now a size of 501 to 1000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Princeton, NJ. The salary estimate is $100K-$172K ","Role : -Big Data Engineer/Tech Lead

Job type:-Fulltime

Job Location:-Irving, TX

Job Description :-

Minimum 8 years of experience working with Hadoop, Hive,Sqoop, Spark, Scala, Python, Kafka and Sentry
Proven Experience in handling Terabyte and Petabyte of data on Cloudera Cluster
Proven Experience in handling variety of data formats
Experience in building large scale Data Lake Environment
Troubleshooting Hive Performance issues and developing HQL queries
Experience with Spark and PySpark
Experience in implementing CI/CD Process and Job Automation through Autosys
Experience in Hadoop Cluster Administration is a big plus
Experience with integration of data from multiple data sources
Assist Analytics and Data Scientist team and Business Users

Exceptional communication skills and the ability to communicate appropriately at all levels of the organization; this includes written and verbal communications as well as visualizations
The ability to act as liaison conveying information needs of the business to IT and data constraints to the business; applies equal conveyance regarding business strategy and IT strategy, business processes and work flow
Team player able to work effectively at all levels of an organization with the ability to influence others to move toward consensus
Strong situational analysis and decision making abilities

Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company."
"Write a job description for Federal - Data Engineer - Senior role proposed by ""Solekai Systems Corp."", a company founded on 2002.0 that has now a size of 1 to 50 employees and works on Computer Hardware & Software industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in San Diego, CA. The salary estimate is $100K-$172K ","Organization: Accenture Federal Services

Location: Chantilly, VA

Accenture Federal Services, a wholly owned subsidiary of Accenture LLP, is a U.S. company with offices in Arlington, Virginia. Accenture's federal business has served every cabinet-level department and 30 of the largest federal organizations. Accenture Federal Services transforms bold ideas into breakthrough outcomes for clients at defense, intelligence, public safety, civilian and military health organizations.

We believe that great outcomes are everything. It's what drives us to turn bold ideas into breakthrough solutions. By combining digital technologies with what works across the world's leading businesses, we use agile approaches to help clients solve their toughest problems fast-the first time. So, you can deliver what matters most.

Count on us to help you embrace new ways of working, building for change and put customers at the core. A wholly owned subsidiary of Accenture, we bring over 30 years of experience serving the federal government, including every cabinet-level department. Our 7,200 dedicated colleagues and change makers work with our clients at the heart of the nation's priorities in defense, intel, public safety, health and civilian to help you make a difference for the people you employ, serve and protect.

Job Description:

Work directly with the client gathering requirements to analyze, design and/or implement technology best practice business changes to technology with business strategy and goals."
"Write a job description for Grand Prairie Data Science Tutor Jobs role proposed by ""Varsity Tutors."", a company founded on 2007.0 that has now a size of 201 to 500 employees and works on Internet industry in the Information Technology sector. The job proposed is in Grand Prairie, TX meanwhile the headquarter of the company is in Saint Louis, MO. The salary estimate is $100K-$172K ","#Grand Prairie Data Science Tutor Jobs

Varsity Tutors has students in #Grand Prairie looking for Data Science tutoring. Varsity Tutors is a live learning platform that connects tutors with students to provide personalized learning. In addition to having knowledge of Data Science, clients also look for tutors who are friendly, articulate, and reliable. Working as a tutor on the Varsity Tutors platform includes several benefits, such as the flexibility to schedule your own sessions and to choose your own hours. We put forth great effort to match tutors to students, resulting in productive learning experiences. Tutors working with Varsity Tutors are paid twice a week and choose their own tutoring load. There are multiple ways for tutors to earn while tutoring on the Varsity Tutors platform:
In-Person tutoring
Online tutoring (you can use the Varsity Tutors online tutoring platform to tutor anywhere and at anytime)
On-Demand tutoring (no need to schedule sessions ahead of time - simply take on opportunities as they arise.) Tutors are independent contractors and have the freedom to use their own teaching styles and methods."
"Write a job description for Claims Data Analyst role proposed by ""Lightbeam Health Solutions."", a company founded on 2019.0 that has now a size of 51 to 200 employees and works on Health Care Services & Hospitals industry in the Health Care sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Irving, TX. The salary estimate is $100K-$172K ","Job Description
JOB SUMMARY

We are looking for full time Claims Integration Engineer that will help us always stay 18 months ahead of the Industry. They will be working in an agile environment, developing and maintaining SQL databases and related back-end services. The ideal candidate would have development experience using Microsoft technologies and an insatiable appetite to learn and grow.

JOB RESPONSIBILITIES
Development of high quality database solutions
Develop, implement and optimize stored procedures and functions using T-SQL
Research required data
Gathering requirements and specifications from the end-users
Work in an agile development team environment
Prepare documentations and specifications
Interface with internal and external clients
QUALIFYING JOB KNOWLEDGE, SKILLS & ABILITIES:

Required skills:
Minimum 1 years’ experience as a SQL Developer or similar role
Good understanding of Microsoft SQL Server
Good understanding of T-SQL programming
Sense of ownership and pride in your performance and its impact on company’s success
Critical thinker and problem-solving skills
Team player
Good time-management skills
Great interpersonal and communication skills
Desired skills:
Knowledge of SQL and performance tuning
Working in an Agile environment
Git, SourceTree
Comfortable with documentation and creating infrastructure diagrams
Healthcare data experience such as:
Knowledge of claims data
Claims ETL
Commercial, Medicare, Medicaid and MSSP experience
Thrives in startup environment
EDUCATION
College or University degree in Computer Information Systems or a related discipline

Company Description
Lightbeam Health Solutions, Inc. is a Population Health Management software vendor. We provide a single platform that facilitates end-to-end population management. Our comprehensive tool set supports Accountable Care Organizations (ACOs), payers, large provider groups, health systems and other healthcare organizations who aspire to provide superior care to their patients at a lower cost."
"Write a job description for IT Data Engineer role proposed by ""Incendia Partners"", a company founded on 2002.0 that has now a size of 1 to 50 employees and works on Staffing & Outsourcing industry in the Business Services sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Framingham, MA. The salary estimate is $100K-$172K ","This customer is the world's largest manufacturer of wood and laminate lockers. They pride themselves in staying on the cutting edge of our industry – continually offering new designs and finish options and producing those using the most modern computer-controlled equipment.

Examples of successful clients have been the Dallas Cowboys, Texas Rangers, Dallas Mavericks, New Orleans Saints, TCU, UNT and more!

They are looking for a highly organized and detailed individual to join our fast-growing Information Technology department. The IT Data Engineer will work in tandem with the current App Integration Specialist to create analytics and automate reports for the 3 main business units: Sales, Operations and Manufacturing.

Top 3 skills:
) Power BI
) SQL DB (Optimization and performance tuning)
) Scripting using stored procedures

This customer offers a variety of perks including:
Benefits
Medical, Dental
401K
FREE COLLEGE tuition and books at North Lake College
Company-sponsored getaways (after three years of employment)
Monthly food trucks provide free lunch
Refreshments every day, including birthday cakes (everyone celebrates together!)
Company-sponsored activities: fantasy football league, K1 Racing Day, and more
Holiday celebrations and year-end Christmas party
Annual bonus based on team and company goals
This person will need to be a self-starter with a creative mindset. This person will need to be able to take a few directions and work independently without hesitation.

#ZR
Apply for this position:



Your Name:



Email Address:



Phone Number:


Upload Resume File:


Upload Resume File: …
Attach a resume file. Accepted file types are DOC, DOCX, PDF, HTML, and TXT.



By submitting this application, you give us permission to store your personal
information, and use it in the consideration of your fitness for the position,
including sharing it with the hiring firm.



People looking for jobs should not put anything here.

We are uploading your application. It may take few moments to read your resume. Please wait!"
"Write a job description for Senior Data Engineer with Kafka-Yarn-Spark-HDFS and HIVE role proposed by ""Terminal Contacts LLC."", a company founded on 2019.0 that has now a size of 1 to 50 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Chennai, India. The salary estimate is $100K-$172K ","Ideal candidates should have experience with Data Ingestion and Consumptions. That is transforming from source raw data, cleansing missing data, and outliers and preparing the data ready for analytics processing. Key requirements Understanding of the Kafka-Yarn-Spark-HDFS ecosystem for ingestion IS A MUST. Note that this requirement is 4 technologies stack in ONE PROJECT, not in multiple projects In-depth knowledge of preparing large scale data analytics for consumptions. Candidate MUST HAVE EXPERIENCE with Large Fortune 500 Data Analytics Key knowledge on HIVE and query optimization in HIVE The candidate must have done data transformation, cleansing, matching and standardization as part of the ingestion Banking experience related to risk management and analysis on Fraud is a plus Career progression must show initial work with Hadoop and moving on to include Kafka and Spark in the latter career Hands on experience with Spark implementation using either Spark in Scala or PySpark"
"Write a job description for Big Data Engineer/Tech Lead, role proposed by ""Diverse Lynx."", a company founded on 2002.0 that has now a size of 501 to 1000 employees and works on IT Services industry in the Information Technology sector. The job proposed is in Irving, TX meanwhile the headquarter of the company is in Princeton, NJ. The salary estimate is $100K-$172K ","• Minimum 8 years of experience working with Hadoop, Hive,Sqoop, Spark, Scala, Python, Kafka and Sentry
• Proven Experience in handling Terabyte and Petabyte of data on Cloudera Cluster
• Proven Experience in handling variety of data formats
• Experience in building large scale Data Lake Environment
• Troubleshooting Hive Performance issues and developing HQL queries
• Experience with Spark and PySpark
• Experience in implementing CI/CD Process and Job Automation through Autosys
• Experience in Hadoop Cluster Administration is a big plus
• Experience with integration of data from multiple data sources
• Assist Analytics and Data Scientist team and Business Users

• Exceptional communication skills and the ability to communicate appropriately at all levels of the organization; this includes written and verbal communications as well as visualizations
• The ability to act as liaison conveying information needs of the business to IT and data constraints to the business; applies equal conveyance regarding business strategy and IT strategy, business processes and work flow
• Team player able to work effectively at all levels of an organization with the ability to influence others to move toward consensus
• Strong situational analysis and decision making abilities

Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company."
